ResponseId,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,WorkExp,Industry,ConvertedCompYearly
18152,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,12,"Developer, back-end",2 to 9 employees,Slovakia,15,Software Development,32222
18153,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7,"Developer, full-stack",20 to 99 employees,Japan,33,Other:,70008
18156,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,Other (please specify):,"10,000 or more employees",Armenia,6,Other:,120000
18158,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,2,Data engineer,"10,000 or more employees",India,1,Software Development,282
18160,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,7,5,DevOps specialist,"1,000 to 4,999 employees",Canada,5,Retail and Consumer Services,74874
18162,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,2,"Developer, full-stack","10,000 or more employees",Sweden,6,Retail and Consumer Services,47158
18166,I am a developer by profession,35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,12,"Developer, full-stack",100 to 499 employees,India,14,Software Development,32301
18167,I am a developer by profession,35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,20,Project manager,100 to 499 employees,India,23,Software Development,59817
18170,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20,18,Academic researcher,100 to 499 employees,Latvia,18,Higher Education,64444
18171,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, full-stack",20 to 99 employees,Bangladesh,4,Software Development,9348
18172,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,12,"Developer, desktop or enterprise applications",10 to 19 employees,Germany,16,Computer Systems Design and Services,161109
18175,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,21,"Developer, desktop or enterprise applications",2 to 9 employees,India,25,Software Development,29909
18176,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,5,Cloud infrastructure engineer,"1,000 to 4,999 employees",Netherlands,9,Software Development,39740
18177,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,17,Engineering manager,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,17,Other:,146496
18178,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,6,Data engineer,10 to 19 employees,Ukraine,6,Media & Advertising Services,41469
18179,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, full-stack",2 to 9 employees,Belgium,2,Software Development,42962
18180,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33,25,"Developer, back-end",500 to 999 employees,Israel,25,Software Development,148413
18182,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,13,"Developer, back-end",20 to 99 employees,Italy,13,Higher Education,56925
18183,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,8,"Developer, AI",10 to 19 employees,Denmark,8,"Internet, Telecomm or Information Services",86401
18189,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,5,"Developer, front-end","5,000 to 9,999 employees",Ukraine,5,Software Development,32583
18190,I am a developer by profession,35-44 years old,In-person,Some college/university study without earning a degree,24,13,"Developer, full-stack",10 to 19 employees,Israel,13,Insurance,134921
18192,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,8,"Developer, mobile",20 to 99 employees,New Zealand,8,Healthcare,79894
18198,I am a developer by profession,35-44 years old,In-person,Some college/university study without earning a degree,15,12,"Developer, back-end",20 to 99 employees,South Korea,12,Retail and Consumer Services,29
18202,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33,17,Other (please specify):,"1,000 to 4,999 employees",Finland,17,Software Development,75184
18203,I am a developer by profession,18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,2,"Developer, full-stack",500 to 999 employees,Slovakia,4,Software Development,21266
18204,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25,18,Data scientist or machine learning specialist,"10,000 or more employees",Germany,15,Other:,112777
18206,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,13,"Developer, full-stack",10 to 19 employees,Netherlands,13,Fintech,134258
18207,I am a developer by profession,35-44 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30,17,"Developer, front-end","1,000 to 4,999 employees",Germany,17,Software Development,128887
18208,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,18,8,"Developer, full-stack",20 to 99 employees,Philippines,8,Retail and Consumer Services,32341
18212,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,22,"Developer, back-end",20 to 99 employees,Israel,22,Software Development,97143
18214,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,6,"Developer, full-stack",100 to 499 employees,Bahrain,7,Software Development,36218
18215,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,3,"Developer, desktop or enterprise applications",20 to 99 employees,France,3,Software Development,37592
18216,I am a developer by profession,18-24 years old,In-person,Some college/university study without earning a degree,10,7,"Developer, embedded applications or devices","1,000 to 4,999 employees",Germany,7,Other:,45368
18219,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,19,"Developer, back-end",20 to 99 employees,Israel,19,Software Development,116032
18220,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Less than 1 year,Marketing or sales professional,20 to 99 employees,Ukraine,4,Fintech,18000
18222,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,8,"Engineer, site reliability",100 to 499 employees,Spain,9,Banking/Financial Services,430
18224,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,10,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,France,9,Software Development,96666
18225,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,7,"Developer, full-stack",20 to 99 employees,Germany,7,Software Development,45111
18228,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,20,Other (please specify):,100 to 499 employees,Spain,20,Banking/Financial Services,80555
18232,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,9,Research & Development role,"10,000 or more employees",Russian Federation,9,"Internet, Telecomm or Information Services",53782
18233,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,5,Data or business analyst,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,17,Banking/Financial Services,80254
18236,I am a developer by profession,25-34 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,2,"Developer, back-end",500 to 999 employees,Spain,2,Software Development,26529
18238,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",12,9,Data scientist or machine learning specialist,100 to 499 employees,Denmark,9,Manufacturing,115778
18239,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,"Developer, back-end",10 to 19 employees,Romania,6,Software Development,53703
18246,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,7,Data scientist or machine learning specialist,"1,000 to 4,999 employees",Germany,7,Government,91295
18247,I am a developer by profession,55-64 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",14,13,"Developer, back-end",10 to 19 employees,Finland,13,Software Development,53703
18249,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,8,Academic researcher,"1,000 to 4,999 employees",Norway,8,Higher Education,56716
18251,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,2,"Developer, full-stack",20 to 99 employees,Hong Kong (S.A.R.),2,Fintech,30718
18257,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,18,"Developer, back-end",100 to 499 employees,Poland,18,Software Development,296957
18261,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,2,"Developer, back-end","1,000 to 4,999 employees",Pakistan,3,Fintech,27564
18262,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,3,"Developer, back-end",20 to 99 employees,Denmark,3,Other:,74651
18266,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,6,"Developer, full-stack",10 to 19 employees,Pakistan,6,Software Development,21534
18267,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,8,"Developer, full-stack","10,000 or more employees",Germany,8,Software Development,71962
18269,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,"Developer, desktop or enterprise applications",20 to 99 employees,Ukraine,3,Software Development,19253
18270,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,1,"Developer, desktop or enterprise applications",100 to 499 employees,Spain,1,Manufacturing,32222
18272,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,21,Security professional,"1,000 to 4,999 employees",Norway,21,Software Development,102950
18273,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,12,10,"Developer, full-stack",20 to 99 employees,South Africa,12,Software Development,53808
18275,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,5,"Developer, back-end","10,000 or more employees",Sweden,5,Other:,45784
18279,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,3,"Developer, back-end","1,000 to 4,999 employees",Romania,3,Software Development,81461
